;descriptions;titles;wages;locations;employment_types;job_times;offer_urls
1046;"Cześć!Jeśli marzy Ci się praca z elastycznym grafikiem, przeeeprzyjazną atmosferą i możliwością rozwoju - podrzuć nam swoje CV :)| PRACA BIUROWA |Oferujemy:Profesjonalne szkolenie z zagwarantowanym miejscem pracy – 5 dni roboczych;Umowę od pierwszego dnia szkolenia;Możliwość pracy dla międzynarodowej linii lotniczej w nowoczesnym biurze;Eeeeelastyczne godziny pracy - Ty ustalasz sobie grafik i manewrujesz zmianami- idealna opcja dla studentów (działamy 7 dni w tygodniu);﻿Wsparcie od kolegów, kadry i nie tylko- każdy pamięta swój pierwszy dzień!;Możliwość awansu i rozwoju- prowadzimy wewnętrzne rekrutacje;Fajne wynagrodzenie + premie i bonusy;Kartę Multisport, żeby ‘zacząć od jutra’ ;);W pełni wyposażone biuro- automaty, lodówki, mikrofale, etc.;Konkursy na wygranie lotów, różnego rodzaju szkolenia;Świętujemy dzień pizzy, tłusty czwartek i częstujemy cukierkami w imieniny!Nasze oczekiwania:Język włoski - min. B2 w mowie i piśmie;język angielski - podstawowy, A2 w pełni wystarczy do obsługiwania aplikacji;Dyspozycyjność min. 110h w miesiącu;Dobra obsługa komputera;Komunikatywność, umiejętność pracy w zespole- jak i indywidualnie, uczciwość, punktualność, organizacja pracy oraz ustalanie priorytetów.Praca polega na obsłudze pasażerów znanej linii lotniczej przy pomocy 3 kanałów: połączeń przychodzących, maili i chatów oraz przyjmowaniu reklamacji. Obsługa dotyczy różnorodnych spraw, między innymi: zmian terminów przelotów, odpraw, bagaży, danych osobowych oraz wszelkiego rodzaju spraw organizacyjnych.Jeśli warunki Ci odpowiadają- prześlij swoje CV, nasz dział rekrutacji udzieli Ci wszystkich niezbędnych informacji i rozwieje wszelakie wątpliwości. Czekamy na Ciebie!Proszę o załączenie do przesłanych dokumentów aplikacyjnych następującej treści:Wyrażam zgodę na przetwarzanie przez Armatis Polska Sp. z o.o. z siedzibą w Warszawie przy, ul. Cybernetyki 9, 02-677 Warszawa danych osobowych zawartych w dokumentach aplikacyjnych w celu realizacji obecnej procedury naboru. Podanie danych jest dobrowolne, jednakże konieczne, by dokonać naboru.Jeśli chce Pan/Pani abyśmy zachowali dane osobowe na potrzeby innych procesów rekrutacyjnych proszę o dodanie w dokumentach aplikacyjnych treści:Wyrażam zgodę na przetwarzanie przez Armatis Polska Sp. z o.o. z siedzibą w Warszawie przy, ul. Cybernetyki 9, 02-677 Warszawa, danych osobowych zawartych w dokumentach aplikacyjnych w celu realizacji przyszłych naborów. Podanie danych jest dobrowolne, jednakże konieczne, byśmy mogli przetwarzać Pani/Pana dane również w przyszłych rekrutacjach/naborach. Klikając w przycisk ""Wyślij"" lub w inny sposób wysyłając zgłoszenie rekrutacyjne do Armatis, zgadzasz się na przetwarzanie przez Pracodawcę Twoich danych osobowych zawartych w zgłoszeniu rekrutacyjnym w celu prowadzenia rekrutacji na stanowisko wskazane w ogłoszeniu.Obowiązek informacyjny: emploi.armatis.com/pl/obowiazek-informacyjny/";['Poszukujemy śmiałków do obsługi Klientów linii lotniczych. Włoski B2!'];['32 zł - 40 zł zł / godz. brutto'];['Warszawa, Mokotów'];['Umowa zlecenie'];['Niepełny etat'];http://www.olx.pl/oferta/praca/poszukujemy-smialkow-do-obslugi-klientow-linii-lotniczych-wloski-b2-CID4-IDU5MO5.html
1047;Extrakantor.pl ogólnopolska sieć kantorów wymiany walut, zaprasza do składania dokumentów aplikacyjnych na stanowisko: Specjalista ds. obsługi klienta, Oddział Będzin.Obecnie do naszego zespołu, poszukujemy osobę na stanowisko Specjalistę ds.obsługi klienta która jest komunikatywna, pozytywnie nastawiona do życia i samodzielna.Osoba zatrudniona na tym stanowisku, odpowiedzialna będzie za profesjonalnąi przyjazną obsługę Klientów oraz ekspozycję towarów zgodną ze standardami firmy.Wymagania:doświadczenie w sprzedaży i obsłudze klienta (mile widziane)umiejętność obsługi komputera i kasy fiskalnejkomunikatywność, łatwość nawiązywania kontaktówpełna dyspozycyjnośćwysoka kultura osobista, umiejętność pracy w zespolemile widziane doświadczenia w branży finansowejwykształcenie min. średnie (mile widziane wyższe, może być student zaoczny)Oferujemy:atrakcyjne warunki finansowe - motywacyjny system wynagrodzeństabilne warunki zatrudnienia - umowę o pracępełen pakiet szkoleń dla specjalisty ds. obsługi/kasjera walutowegociekawą pracę w młodym i dynamicznym zespolemożliwość rozwoju zawodowego w rozwijającej się firmieelastyczny czas pracymożliwość awansu zawodowegopracę w stabilnej firmie z wiodącą pozycją na rynkuOsoby zainteresowane prosimy o przesyłanie aplikacji klikając w przycisk aplikowania na Olx - Aplikuj teraz. Można również aplikować na e-mail który znajduje się na naszej stronie firmowej www.extrakantor.pl w zakładce kontakt.Mile widziane są osoby mieszkające blisko miast w których mamy swoje oddziały tj.:Będzin, Powiat Będziński, Dąbrowa Górnicza, Sosnowiec, Czeladź.Wysyłając zgłoszenie rekrutacyjne do Extrakantor.pl Sp. z o.o. z siedzibą w Będzinie przy ul. 11 Listopada 10 (Pracodawca, Administrator danych), zgadzasz się na przetwarzanie przez Pracodawcę/Administratora danych Twoich danych osobowych zawartych w zgłoszeniu rekrutacyjnym w celu przeprowadzenia rekrutacji na stanowisko wskazane w ogłoszeniu. „Wyrażam zgodę na przetwarzanie moich danych osobowych przez Extrakantor.pl Sp. z o.o. z siedzibą w Będzinie przy ul. 11 Listopada 10 (Pracodawca, Administrator danych) również na potrzeby przyszłych rekrutacji”. W każdym czasie możesz cofnąć swoją zgodę, kontaktując się z Pracodawcą/Administratorem danych pod adresem e-mail który znajduje się na naszej oficjalnej stronie internetowej extrakantor.plZastrzegamy sobie prawo kontaktowania się tylko w wybranymi kandydatami.;['Specjalista ds. obsługi klienta,Pełen Etat,Stabilność,Wysokie zarobki'];['4 500 zł - 10 000 zł zł / mies. brutto'];['Będzin, Śródmieście'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/specjalista-ds-obslugi-klienta-pelen-etat-stabilnosc-wysokie-zarobki-CID4-IDSCP2v.html
1048;"Kierowco! Mamy dla Ciebie DODATEK!Masz czynne prawo jazdy kat. B? Chcesz dodatkowo zarobić? Mamy dla Ciebie ciekawy dodatek, którego nie możesz przegapić! Sprawdź to już teraz bo miejsca są ograniczone! Zapytaj konsultantów o szczegóły jeszcze dziś!Zadzwoń i poznaj szczegóły +48*******00Wolter Koops jest międzynarodowym specjalistą ds. transportu i logistyki. Oferuje usługi w segmencie transportu w kontrolowanej temperaturze, dystrybucji i magazynowania świeżej i mrożonej żywności, produktów mlecznych, kwiatów i roślin. Europa jest obszarem działania firmy. Zacznij pracę w Holandii z Timing jeszcze dziś!Do Twoich obowiązków należeć będzie:Obsługa wózków widłowych ReachTruck Uzupełnianie pustych lokacji w magazynie Przewożenie palet w magazynie Wykonywanie zadań zgodnie z obowiązującymi zasadami bezpieczeństwa  Inne prace magazynowe Możliwość pracy przy rozładunku i załadunku kontenerów przy pomocy wózków EPTMożliwość pracy przy taśmie przy przepakowywaniu towarów, foliowaniu, pakowaniu.Oczekujemy:Certyfikat obsługi wózków widłowych  reachtruckDoświadczenie w pracy jako operator wózków typu ReachTruck  Gotowość do pracy w niższych temperaturach (od 6 do minus 20 stopni Celsjusza)  Mile widziana znajomość języka angielskiego Chęć pracy na dłuższy okres czasu  Zapewniamy:Stawka: 12,18€/brutto + ATV do każdej godziny 8,75%Dodatki zmianowe: Sobota: 150% Możliwość pracy w co drugą sobotę ( dla chętnych)system okresowych podwyżek,dla osób zainteresowanych dłuższą współpracą umowy na czas nieokreślony z gwarancją godzin,organizację wyjazdu; zakwaterowanie i ubezpieczenie oraz opiekę polskich koordynatorów; darmowy transport do pracy,pracę w przyjaznym zespole,dla osób mieszkających prywatnie zwrot kosztów dojazdów do pracy. Numer wpisu do rejestru agencji zatrudnienia: 470";['Operator wózka widłowego typu Reachtruck - Praca w Holandii'];['Wrocław, Śródmieście'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/operator-wozka-widlowego-typu-reachtruck-praca-w-holandii-CID4-IDQuN7x.html
1049;Wyjątkowy Prezent od 15 lat oferuje prezenty w formie przeżyć jak np. Skok ze Spadochronem, Jazda Ferrari czy Kolacja w Ciemności. W ofercie posiadamy ponad 8500 wariantów niezwykłych prezentów. Nasza sieć sklepów liczy już 70 sklepów w Galeriach Handlowych w całej Polsce, a portal internetowy www.wyjatkowyprezent.pl odwiedza rocznie 6 mln klientów.Szukamy ludzi ciekawych, których nie satysfakcjonuje typowa praca w odzieżówkach, którzy lubią rozmawiać z ludźmi, są proaktywni, mają pozytywną energię i dar perswazji.Jakie zadania czekają na Ciebie w punkcie sprzedaży?aktywna sprzedaż, obsługa klienta i informowanie klientów o ofercie,doradztwo w zakresie oferowanych usług,realizacja planów sprzedażowych,merchandising i odpowiedzialność za ekspozycję produktów.To idealna praca dla osób ceniących elastyczny grafik. Nieważne czy jesteś jeszcze w trakcie nauki lub masz inne zobowiązania - oferujemy pracę zmianową w niepełnym wymiarze godzinowym.Oczekiwana dyspozycyjność/lokalizacja:Galeria Klif Gdynia -> ok. 70-90h/mc (w tym konieczna dyspozycyjność w środy i weekendy)Co oferujemy w zamian?chcemy byś został/a z nami na dłużej, dlatego oferujemy stabilne warunki zatrudnienia - liczymy na długofalową współpracę,atrakcyjny system wynagradzania - podstawa + kilkuelementowy system premiowy,po okresie próbnym dofinansowanie do Karty MultiLife (m.in. dostęp do ćwiczeń, kreatora diet, darmowych przejazdów Veturilo, szkoleń na platformie Leanovatika, eTutor, Legimi),pakiet szkoleń wewnętrznych, po odbyciu których również możesz liczyć na wsparcie ze strony bardziej doświadczonych współpracowników,możliwość elastycznego dostosowywania godzin pracy – grafiki są układane z miesięcznym wyprzedzeniem, a dzięki zmianowemu systemowi pracy nie będziesz miał/a trudności z pogodzeniem pracy u nas np. ze studiami,ciekawe konkursy wewnętrzne z nagrodami,zniżki pracownicze na zakupy naszych prezentów,integracje w zespołach połączone z realizacją przeżycia z naszej oferty,przyjazną atmosferę pracy - u nas możesz być sobą :)Wierzymy, że świat może być lepszym miejscem, w którym wręczane prezenty zapadają w pamięć, zamiast cieszyć jedynie oko. Jeśli również w to wierzysz, dołącz do nas!;['Doradca ds. Przeżyć/Sprzedawca | Gdynia'];['23 zł - 24 zł zł / godz. brutto'];['Gdańsk, Śródmieście'];['Umowa zlecenie'];['Niepełny etat'];http://www.olx.pl/oferta/praca/doradca-ds-przezyc-sprzedawca-gdynia-CID4-IDUpLAm.html
1050;Rozglądasz się za pracą? Chcemy być Twoim pierwszym wyborem! Długo oczekiwana rekrutacja ruszyła, nie przegap takiej okazji. Oferta pracy na stanowisku pracownika produkcji w firmie zajmującej się produkcją sprzętu AGD. Mam na imię Magdalena i jestem konsultantem Randstad. Zaaplikuj na ofertę pracy opisaną poniżej, a wraz z Dominiką skontaktujemy się z Tobą i opowiemy o szczegółach pracy. Będziemy z Tobą nie tylko na etapie rekrutacji, ale w trakcie trwania zatrudnienia wraz z wykwalifikowanymi trenerami.Miejsce pracy: Łódź Widzewoferujemywynagrodzenie od 4300 do 4500 zł brutto/msc,dodatkowe wynagrodzenie za sobotę (120 zł brutto) + dzień wolny do odbioru,darmowy transport do pracy i z pracy (z każdej dzielnicy Łodzi i okolicznych miejscowości, np. Zduńska Wola, Pabianice, Rzgów, Zgierz, Brzeziny, Koluszki, Piotrków Trybunalski, Łęczyca, Ozorków i inne),pakiet benefitów (karta sportowa Medicover Sport, opieka medyczna Medicover, ubezpieczenie na życie),opiekę wykwalifikowanego trenera oraz konsultanta Randstad na miejscu w fabryce,bufet ze śniadaniami i obiadami (możliwość kupna posiłku na wynos),umowę o pracę tymczasową (odprowadzane wszystkie składki, płatny urlop).zadaniamontaż elementów do urządzeń AGD, np. uszczelki, śrubki, szuflady (również przy użyciu wkrętarki),pakowanie gotowego produktu,obsługa pras.oczekujemygotowości do pracy w systemie 3 lub 2 zmian (6-14, 14-22, 22-6),dyspozycyjności do pracy w wybrane soboty. Agencja zatrudnienia – nr wpisu 47ta oferta pracy przeznaczona jest dla osób powyżej 18 roku życia;['Praca na produkcji, bezpłatny dojazdem, stawki do 4700 złotych'];['4 300 zł - 4 700 zł zł / mies. brutto'];['Łódź, Widzew'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/praca-na-produkcji-bezplatny-dojazdem-stawki-do-4700-zlotych-CID4-IDUpLyi.html
1051;Jeśli jesteś osobą cierpliwą ze zdolnościami manualnymi i chcesz rozwijać się w obszarze produkcji oraz kontroli jakości - aplikuj!Dla naszego klienta z siedzibą w Niepołomicach poszukujemy osób na stanowisko: operator maszyn/kontroler.oferujemyumowę o pracę tymczasowąpracę w systemie 3 - zmianowymwynagrodzenie w wysokości 3800/4000 zł brutto + dodatki + premiedodatkowe benefityzadaniakontrola wyjściowa produktów w celu zapewnienia zgodności z wymaganiami klientaprzeprowadzanie akcji sortowania w celu ograniczenia potencjalnego wpływu wyrobu niezgodnego na proces produkcji.wykonywanie kontroli produktu za pomocą sprawdzianów, pomiary produktu w przypadku problemów jakościowychwsparcie w testach, pomiarach, powiązanych z kwestiami projektowymi, reklamacjami klienta lub ciągłym doskonaleniem procesu i produktu.prowadzenie raportowania wyników kontroli oraz dokumentacji jakościowejoczekujemydyspozycyjności do pracy w systemie 3-zmianowymcierpliwościzdolności manualnychAgencja zatrudnienia – nr wpisu 47ta oferta pracy przeznaczona jest dla osób powyżej 18 roku życia;['Pracownik działu kontroli jakości / operator w Niepołomicach'];['Niepołomice'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/pracownik-dzialu-kontroli-jakosci-operator-w-niepolomicach-CID4-IDUpLye.html
1052;"Manpower (Agencja zatrudnienia nr 412) to globalna firma o ponad 70-letnim doświadczeniu, działająca w 82 krajach. Na polskim rynku jesteśmy od 2001 roku i obecnie posiadamy prawie 35 oddziałów w całym kraju. Naszym celem jest otwieranie przed kandydatami nowych możliwości, pomoc w znalezieniu pracy odpowiadającej ich kwalifikacjom i doświadczeniu. Skontaktuj się z nami - to nic nie kosztuje, możesz za to zyskać profesjonalne doradztwo i wymarzoną pracę!
Oferta:Stawka godzinowa 28,60 zł. brutto + bogaty system premiowy:- premia wynikowa - do 825 zł brutto/miesiąc
- premia frekwencyjna - 200 zł brutto/miesiącPłatny program poleceń (poleć znajomego do pracy i zgarnij 700 zł brutto)Stabilne zatrudnienie - umowa o pracęBezpłatny transport z Trzebnicy, Milicza.Praca w dogodnej lokalizacji: dojazd komunikacją miejską (tramwaj linii: 1, 7, 15, 74)Możliwość rozwoju oraz nabycia nowych możliwościProgram Wsparcia Pracowników (EAP) - poradnictwo w kwestiach wymagających wsparcia emocjonalnego i psychologicznego, praktyczne wskazówki i wsparcie w kwestiach prawnych, finansowych, rodzinnych i zawodowych dla pracowników oraz dla ich bliskich.Pakiet Manpower Premium (karta multisport, prywatna opieka medyczna, ubezpieczenie grupowe) i szereg zniżek u naszych partnerów Wymagania:prawo jazdy kat. B doświadczenie w pracy na magazynie lub produkcji (mile widziana praca z użyciem skanera, obsługa wózka jezdniowego)gotowość do pracy w systemie 3-zmianowymdbałość o jakość pracy oraz nastawienie na pracę zespołową  Zadania:transport surowców i opakowań wewnątrz zakładu obsługa wózka typu milk run (nie potrzeba uprawnień UDT) udział w działaniach usprawniających standardy bezpieczeństwa, jakości, ochrony środowiska   Zainteresowany? Aplikuj zostawiając nam swój kontakt - oddzwonimy i umówimy się na spotkanie!
Miejsce pracy: Wrocław, Nr Ref: PPO/097/KKO, Oferta dotyczy pracy tymczasowej";['Magazynier - atrakcyjne premie co miesiąc!'];['Wrocław, Śródmieście'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/magazynier-atrakcyjne-premie-co-miesiac-CID4-IDUpLyc.html
1053;OpisPracowników budowlanych , murarzy, pomocników itp. do prac na budowiePraca w małych zespołach, w pełnym wymiarze godzin.Proszę o kontakt bezpośredni pod nr +48**********87;['zatrudnię pracowników wynagrodzenie do 7000 zł brutto'];['5 000 zł - 7 000 zł zł / mies. brutto'];['Poznań, Jeżyce'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/zatrudnie-pracownikow-wynagrodzenie-do-7000-zl-brutto-CID4-IDUASUk.html
1054;AmRest to firma prowadząca najsłynniejsze sieci gastronomiczne na całym świecie, która w swoim portfolio ma takie marki jak: KFC, Pizza Hut, Burger King czy Starbucks. Zatrudniamy ponad 45 000 osób w 25 krajach na całym świecie - tworzymy globalną organizację, która kieruje się wspólnym celem i silnym przekonaniem, że Gościnność to nasz przepis na sukces.Restauracja KFC zatrudni Pracowników Restauracji w pełnym lub niepełnym wymiarze godzinTwój zakres obowiązków	Zapewnianie wysokiego poziomu obsługi klientów poprzez miłą i profesjonalną obsługę	Przygotowanie produktów z kurczaka i dbanie o jego najwyższą jakość	Współpraca z pozostałymi członkami zespołu	Wykonywanie bieżących zadań w restauracji, m.in. dbanie o sprzęty, utrzymywanie porządku na stanowisku pracy	Wsparcie restauracji w realizacji wyznaczonych celów.	Dbanie o pozytywny wizerunek restauracji KFCNasze wymagania 	Otwartość i komunikatywność	Pozytywna energia i pomysłowość	Dokładność, odpowiedzialność, zaangażowanie	Wyznaczanie ambitnych celów	Umiejętność pracy w zespole	Książeczka sanitarno-epidemiologiczna będzie mile widzianaTo oferujemy 	Grafik dostosowany do indywidualnych potrzeb	Jasne zasady współpracy: umowa zlecenie (dla uczniów/studentów), umowa o pracę* ( dla osób nie uczących się) 	Profesjonalne szkolenie: nie wymagamy doświadczenia – wszystkiego Cię nauczymy!	Rozwój zawodowy: u nas możesz zostać kierownikiem i zdobyć cenne doświadczenie!	Atrakcyjny pakiet benefitów oraz nagrody i premie za dobre wyniki pracy m.in. pakiet medyczny, kartę OK System, ubezpieczenie	Możliwość skorzystania z posiłku pracowniczego 	Wynagrodzenie + premie za osiągane wyniki zawsze na czas 	Wyjątkowe produkty KFC, Pizza Hut, Burger King, Starbucks w super cenach Benefity	Prywatna opieka medyczna	Elastyczny czas pracy	Pakiet ubezpieczeń grupowych	Karta Medicover Sport (dawniej Karta OK System)	Zniżka na produkty firmy AmRest	Premia za polecenie przyjaciela do pracyTo już dzisiaj dołącz do EKIPY KFC! Oferta skierowana również do osób z orzeczeniem o niepełnosprawności.*pracownik otrzymuje umowę o pracę po 3 miesięcznym okresie próbnym;['Praca w KFC Chojnice Brama Pomorza - pracownik restauracji'];['23 zł - 25 zł zł / godz. brutto'];['Chojnice'];['Umowa zlecenie'];['Niepełny etat'];http://www.olx.pl/oferta/praca/praca-w-kfc-chojnice-brama-pomorza-pracownik-restauracji-CID4-IDUrp1g.html
1055;Twój zakres obowiązków:Aktywne pozyskiwanie Klientów indywidualnych oraz firmowychProwadzenie spotkań i rozmów z Klientami oraz utrzymywanie długookresowych relacji z nimiSkuteczne oferowanie Klientom naszych rozwiązańDbałość o rozbudowę i rzetelną obsługę portfela swoich KlientówNasze wymagania:Wykształcenie minimum średniePrzedsiębiorczość, zaangażowanie i wytrwałośćKomunikatywność i nastawienie na rozwójZainteresowanie współpracą w oparciu o umowę B2BEtyczne i uczciwe podejście do KlientaMile widziane:Doświadczenie w sprzedaży i/lub obsłudze KlientaTo oferujemy:WIĘCEJ na Twoim koncie - Twoja prowizja od sprzedaży nie ma u nas górnej granicy i jest równie wysoka, co Twoje zaangażowanie. Za Twoją pracę po prostu płacimy bardzo dobrze. Przez pierwsze 2 lata zapewnimy Ci specjale warunki „na start” oferując Ci stałe wynagrodzenie oraz prowizję zależną od sprzedaży.WIĘCEJ praktycznej wiedzy – Nauczymy się wszystkiego o ubezpieczeniach, co będzie Ci potrzebne. Twój Menadżer zatroszczy się o Ciebie w procesie wdrożenia do pracy. Zależy nam na Twoim sukcesie zawodowym.WIĘCEJ możliwości – my je stwarzamy, a Ty wybierasz swoją ścieżkę. Możesz być Doradcą ale możesz też zbudować Twój własny zespół sprzedażowy i awansować na Menadżera.WIĘCEJ niż zespół – oprócz dobrych relacji, wparcia, otwartości i pomocy doświadczonych koleżanek i kolegów będziesz częścią firmy będącej liderem w sprzedaży ubezpieczeń na życie.WIĘCEJ motywacji - programy motywacyjne i konkursy sprzedażowe z atrakcyjnymi nagrodami – wystarczy się zaangażować i będziesz miał szasnę zwiedzić z nami świat!WIĘCEJ z życia - zapomnij o sztywnych ramach, bo swój grafik dopasowujesz do życia prywatnego. Nie na odwrót!WIĘCEJ wygody - stawiamy na elastyczność i otwarte podejście do współpracy. Pracujesz skąd chcesz i jak chcesz! Mamy do tego niezbędne procesy i narzędzia, które wesprą Cię w kontaktach z Klientami.WIĘCEJ dodatkowych korzyści – karta „Multisport”, prywatna opieka medyczna, ubezpieczenie na życie, wyjazdy integracyjne i szkoleniowe.;['Doradca ds. Ubezpieczeń'];['4 000 zł - 10 000 zł zł / mies. brutto'];['Toruń'];['Samozatrudnienie'];['Pełny etat'];http://www.olx.pl/oferta/praca/doradca-ds-ubezpieczen-CID4-IDSUUcW.html
1056;Twój zakres obowiązkówusuwanie bieżących awarii mechanicznych urządzeń w zakładzie przemysłowym (EC) typu pompy, taśmociągi, przekładnieprzeglądy prewencyjne ww urządzeń mechanicznych,remonty mechaniczne urządzeń i instalacjiprace przygotowawcze – około - ślusarskieNasze wymaganiawykształcenie min. średnie techniczne (preferowany zawód Technik: Mechanik, Mechatronik, ślusarz)doświadczenie w pracy dla energetyki zawodowej (EC) – 2 lata i więcejczytanie rysunków mechanicznychbrak przeciwskazań do pracy w energetyceuprawnienia energetyczne SEP E2/3;['Monter Mechanik Praca od zaraz'];['Wrocław, Śródmieście'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/monter-mechanik-praca-od-zaraz-CID4-IDUpLuV.html
1057;Ponieważ jesteśmy ambitniPrimark to największa irlandzka marka odzieżowa. Od ponad 50 lat oferujemy naszym Klientom najnowszą modę, kosmetyki i wyposażenie do domu - zgodnie z hasłem: „Niesamowita Moda w Niesamowitych Cenach”.Ponieważ jesteś niepowtarzalny/aW Primark każdy z nas ma znaczenie. Jesteśmy ambitni i niepowtarzalni… i szukamy ludzi takich jak my do naszego zespołu. Dołącz do nas jako Doradca Klienta i przekonaj się, co czyni naszą organizację niepowtarzalną – dynamiczne tempo, świetne produkty oraz wspaniali koledzy i koleżanki. Poznaj naszą społeczność, w której wszyscy się wspierają i wspólnie stawiają czoła wyzwaniom. Jako Doradca Klienta w magazynie będziesz odpowiedzialny/a za przetwarzanie wszystkich towarów otrzymanych i przeniesionych do magazynu. Monitorowanie, prawidłowe składowanie i pakowanie oraz wystawianie ich na sale sprzedaży.Czego od Ciebie oczekujemy?Wiemy, że każdy jest inny i cenimy różnorodność. Dlatego nie ma jednego typu idealnego pracownika, który sprawdzi się w Primark. Każdy z nas jest wyjątkowy i wnosi swój niepowtarzalny charakter do naszych sklepów. Jeśli:Dbasz o wysoką jakość obsługi klientaLubisz pracę w szybkim tempieJesteś pozytywnie nastawiony/a i lubisz się uczyć nowych rzeczyJesteś dyspozycyjny/a do pracy w trybie zmianowym oraz w weekendyJesteś kreatywny/a i inspirujący/aCechuje Cię zaangażowanie i dokładnośćKochasz modę i znajomość najnowszych trendówCo będzie na Ciebie czekać w Primark?Zespół, który będzie Cię wspierać i od którego możesz się wiele nauczyć.Możliwość udziału w międzynarodowych projektach, w tym we wsparciu otwarć nowych sklepów w regionie.Możliwości rozwoju – udział w szkoleniach, program talentowy umożliwiający rozwój swoich talentów oraz program relokacyjny, który wspiera naszych Kolegów i Koleżanki, jeśli chcą zmienić miasto lub kraj, w którym pracują.Stabilne zatrudnienie – umowa o pracę już od pierwszego dnia.Atrakcyjne wynagrodzenie: cały etat - 4292  zł bruttoPakiet dodatkowych benefitów takich jak: prywatna opieka medyczna w Medicover, karta Multisport, stała zniżka pracownicza, Pracowniczy Plan Kapitałowy.Przyjazne miejsce pracy - szatnie z prysznicem, bezpłatny dostęp do wifi i komputera, strefę relaksu z automatami z kawą i przekąskami.Program wsparcia „Porozmawiajmy” oferujący bezpłatne wsparcie w zakresie porad prawnych, finansowych i/lub psychologicznych. Dołącz do nas i aplikuj już dziś!  Ponieważ masz w sobie to coś.;['Doradca Klienta Magazyn (pełny etat), PRIMARK Kraków-Bonarka'];['4 292 zł / mies. brutto'];['Kraków, Podgórze Duchackie'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/doradca-klienta-magazyn-pelny-etat-primark-krakow-bonarka-CID4-IDUpLt8.html
1058;Firma z Belgii ktora zatrudnia okolo 50 pracownikow i podwykonawcow dzialajaca w branzy budowlanej od 20 lat poszukuje do wspolpracy:- Monter Fotowoltaika + Pompy CieplaWymagania:- Wiek do 40 lat- doswiadczenie minimum 3 lata ( nie dotyczy pomocnikow)- bez nalogow- mile widziane prawo jazdy BCE- mile widziane znajomosc j.francuski, j.angielskiMozliwosc zatrudnienia w Polskiej firmieWlasna dzialalnosc gospodarczaMozliwosc zatrudnienia osob z ukrainyMozliwe zakwaterowanie 250€/miesieczne - pokoje 2 osoboweSzukamy osob do wspolpracy na stale - zapewniamy prace caly rokTel: 60*******09Tel: 60*******35Компанія з Бельгії, яка налічує близько 50 співробітників і субпідрядників, які працюють у будівельній галузі протягом 20 років, шукає:-Монтажник фотоелектричних установокВимоги:- Вік до 40 років- досвід роботи не менше 3 років (не поширюється на асистентів)- без залежностей- Бажано посвідчення водія BCE- знання французької та англійської вітаєтьсяМожливість працевлаштування в польській компаніїВласна справаМожливість працевлаштувати людей з УкраїниМожливе проживання 250€/міс - двомісніШукаємо людей для постійної співпраці - надаємо роботу цілий рік;['Monter Fotowoltaika - Belgia - Praca na stale'];['12 000 zł - 16 000 zł zł / mies. brutto'];['Zielona Góra'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/monter-fotowoltaika-belgia-praca-na-stale-CID4-IDUpLri.html
